Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
WDC,https://www.tradingview.com/chart/?symbol=WDC,Western Digital Corporation,Technology,529.975,182672916480,45.5,482.9,96.32,28.4,63.33,398.16,230.4,True,True,True,BULLISH TREND,False,66.26,POSITIVE,5,"Can Western Digital Deliver Continued Gross Margin Improvement? | Sandisk's QLC Stargate Gains Traction: A New Revenue Growth Catalyst? | Sandisk Rockets 4000% on AI Memory Boom: Buy, Hold, or Take Profits?",31.68,30.09,2075000064.0,17.81,85.92,55.29,90.5,BUY SIGNAL
ULTA,https://www.tradingview.com/chart/?symbol=ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,511.105,22354012160,11.8,-5.4,-24.5,-3.61,45.66,525.67,567.33,False,False,False,NO CLEAR ENTRY,False,70.24,POSITIVE,5,Ulta Beauty (ULTA) Valuation Check As Supergirl Collaboration Expands Pop Culture Engagement | 10Beauty Secures $23.5M Funding for Robotic Manicures | Will Ulta (ULTA) Beat Estimates Again in Its Next Earnings Report?,19.93,16.13,900096128.0,77.835,43.59,9.31,50.97,IGNORE
BA,https://www.tradingview.com/chart/?symbol=BA,The Boeing Company,Industrials,231.095,182172729344,14.0,,0.59,3.12,44.25,219.26,219.51,True,True,False,BULLISH TREND,False,57.86,NEUTRAL,5,"Tema ETFs launches $NASA, the first pure-play space fund with SpaceX exposure | Park Aerospace Corp (PKE) Q4 2026 Earnings Call Highlights: Strong Partnerships and Financial ... | Boeing’s SkyGrid Moves Into U Space And Advanced Air Mobility",90.98,55.27,2554249984.0,828.696,169.95,2.46,50.83,IGNORE
VST,https://www.tradingview.com/chart/?symbol=VST,Vistra Corp.,Utilities,158.585,53472083968,43.4,,-4.33,3.12,59.41,154.34,172.9,True,False,False,NO CLEAR ENTRY,False,61.5,POSITIVE,5,Vistra vs. Talen: Which Stock Is Better Positioned for the AI Boom? | Possible Bearish Signals With Vistra Insiders Disposing Stock | Here is What to Know Beyond Why Vistra Corp. (VST) is a Trending Stock,26.52,14.47,476875008.0,355.187,42.9,11.53,50.82,IGNORE
SWKS,https://www.tradingview.com/chart/?symbol=SWKS,"Skyworks Solutions, Inc.",Technology,79.44,11948250112,-1.0,-44.9,35.98,27.88,67.43,62.97,65.04,True,True,False,BULLISH TREND,False,63.58,POSITIVE,5,"1 Unpopular Stock That Should Get More Attention and 2 We Turn Down | Qualcomm Surges 12%, Skyworks Rallies 9%, Qorvo Rises 7%: The Mobile Chip Trade Picks Smaller Winners | onsemi, FormFactor, NXP Semiconductors, and Skyworks Solutions Shares Skyrocket, What You Need To Know",33.1,15.44,687837504.0,20.632,6.17,8.93,50.54,IGNORE
KMB,https://www.tradingview.com/chart/?symbol=KMB,Kimberly-Clark Corporation,Consumer Defensive,99.9,33160841216,2.7,17.9,-7.84,3.95,57.22,97.7,106.41,True,False,False,NO CLEAR ENTRY,False,64.35,POSITIVE,5,"Kimberly-Clark Volume Plus Mix Growth Hits 3%: Can It Continue? | Kimberly-Clark vs. The Clorox: Which Consumer Goods Stock Is a Better Buy in 2026? | AI to turbocharge patent creation at India tech hubs, executives say",19.32,13.19,1054625024.0,371.264,111.73,12.8,50.45,IGNORE
COHR,https://www.tradingview.com/chart/?symbol=COHR,Coherent Corp.,Technology,348.99,68276166656,20.5,,16.75,14.45,53.55,319.73,203.11,True,True,True,BULLISH TREND,False,57.4,NEUTRAL,5,"Nvidia Bets Big on Photonics as AI Infrastructure Needs Grow | Arnhold LLC Bets Big on Kyndryl Holdings (KD) With a Purchase of  724,000 Shares | Stocks In AI Bottleneck Soar 1,000%. Now Nvidia Is Demanding 20X More Supply",165.4,43.11,-197631744.0,31.093,4.72,7.1,50.44,IGNORE
TTD,https://www.tradingview.com/chart/?symbol=TTD,"The Trade Desk, Inc.",Communication Services,21.86,10276569088,11.8,-20.0,-10.09,-10.3,43.44,22.34,36.05,False,False,False,NO CLEAR ENTRY,False,66.56,POSITIVE,5,Forget Nvidia! This Under-the-Radar Supercharged Growth Stock is a Much Smarter Buy for 2026 | S&P 500 and Nasdaq 100 Post Record Highs on US-Iran Truce Reports | The Trade Desk’s Fall From $69 Billion Digital-Ad Darling,24.84,10.17,569112640.0,17.264,16.74,14.57,50.42,IGNORE
UBER,https://www.tradingview.com/chart/?symbol=UBER,"Uber Technologies, Inc.",Technology,71.75,146054234112,14.5,-84.6,-5.53,-3.65,32.55,73.84,83.69,False,False,False,NO CLEAR ENTRY,False,46.6,NEUTRAL,5,"Tesla Prepares To Use Cybercabs As Robotaxis. Here's How Big Its Fleet Is. | Tesla Stock Fans Just Got Worrying News From Texas | Uber wants to answer the hotel industry’s most asked question. Now it’s integrating into 15,000 hotels globally",17.8,16.42,6536625152.0,48.113,35.31,15.91,50.33,IGNORE
RCL,https://www.tradingview.com/chart/?symbol=RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,285.32,76521390080,11.3,28.9,-4.65,12.33,55.66,269.39,291.83,True,False,False,NO CLEAR ENTRY,False,45.25,NEUTRAL,5,Did You Know That Viking Holdings Has Doubled Over the Past Year? | Prediction: Royal Caribbean Still Has Room to Run Despite Rally | Walmart and 5 More Consumer Stocks to Buy After a Solid Retail Earnings Season,17.4,14.26,-194875008.0,217.312,49.58,24.36,50.32,IGNORE
SYK,https://www.tradingview.com/chart/?symbol=SYK,Stryker Corporation,Healthcare,307.25,117787598848,2.6,14.2,-20.4,-2.5,66.66,320.5,355.15,False,False,False,NO CLEAR ENTRY,False,67.82,POSITIVE,5,GMED's Robotics Leasing Shift Could Build Recurring Revenue | Is Stryker (SYK) Reframing Its Innovation Edge With Pangea And Cybersecurity Investments? | GMED Growth Drivers After NuVasive and What Q1 Signals,35.56,18.38,4359875072.0,66.295,15.2,13.21,50.28,IGNORE
HPE,https://www.tradingview.com/chart/?symbol=HPE,Hewlett Packard Enterprise Company,Technology,43.53,57757958144,18.4,-30.3,97.97,53.82,81.72,28.63,24.19,True,True,True,WATCH - OVERBOUGHT,False,61.15,POSITIVE,5,Dell stock unexpectedly booms on AI demand: What investors may have missed | Dell’s Big Quarter Wasn’t Just About AI—Heard on the Street | Hewlett Packard Enterprise jumps as Dell’s AI-driven outlook boosts sector sentiment (HPE),,15.93,2551500032.0,87.223,-0.47,-0.33,50.24,IGNORE
PEG,https://www.tradingview.com/chart/?symbol=PEG,Public Service Enterprise Group Incorporated,Utilities,78.525,39130689536,19.4,25.4,-6.32,-1.34,57.04,80.02,80.74,False,False,False,NO CLEAR ENTRY,False,54.18,NEUTRAL,5,"Top Analyst Reports for Alphabet, Apple & Micron Technology | Is It Time To Reassess Public Service Enterprise Group (PEG) After Recent Price Weakness? | Public Service Enterprise Stock Outlook: Is Wall Street Bullish or Bearish?",17.37,16.72,-171750000.0,141.01,13.44,17.69,50.03,IGNORE
PSX,https://www.tradingview.com/chart/?symbol=PSX,Phillips 66,Energy,175.79,70480363520,6.9,-56.8,10.54,2.06,56.94,171.37,145.87,True,True,True,BULLISH TREND,False,69.09,POSITIVE,5,"Phillips 66 (PSX) Down 1.4% Since Last Earnings Report: Can It Rebound? | Phillips 66 (PSX) Is Considered a Good Investment by Brokers: Is That True? | Here Are Wednesday’s Top Wall Street Analyst Research Calls: Agilent, Dollar General, FedEx, GE Aerospace, Hershey, Intuit, SanDisk, Workday, Zscaler, and More",17.35,10.32,-1134499968.0,91.385,14.55,3.07,49.98,IGNORE
F,https://www.tradingview.com/chart/?symbol=F,Ford Motor Company,Consumer Cyclical,17.4809,69672353792,6.4,430.8,32.23,44.62,80.38,12.55,12.5,True,True,True,WATCH - OVERBOUGHT,False,60.54,POSITIVE,5,Ford stock is powering up as the automaker dives into energy storage | Why Is Ford Motor (F) Up 37.8% Since Last Earnings Report? | Nuclear Stock Face-Off: Is Oklo or NuScale Power the Better Buy Right Now?,,9.53,-2247500032.0,425.544,-14.81,-3.22,49.94,IGNORE
FOX,https://www.tradingview.com/chart/?symbol=FOX,Fox Corporation,Communication Services,57.78,24278364160,-8.6,-49.3,11.73,2.05,54.01,56.23,56.99,True,True,False,BULLISH TREND,False,67.96,POSITIVE,5,"Consumer Discretionary - Broadcasting Stocks Q1 Earnings: FOX (NASDAQ:FOXA) Best of the Bunch | Sone Capital Management Adds to MarketAxess Stake, According to Recent SEC Filing | Stronger Q3 Beat And Institutional Support Might Change The Case For Investing In Fox (FOXA)",15.21,10.96,1406499968.0,67.867,15.2,10.56,49.89,IGNORE
FOXA,https://www.tradingview.com/chart/?symbol=FOXA,Fox Corporation,Communication Services,64.51,27106220032,-8.6,-49.3,14.15,2.49,55.37,62.6,63.32,True,True,False,BULLISH TREND,False,67.96,POSITIVE,5,"Consumer Discretionary - Broadcasting Stocks Q1 Earnings: FOX (NASDAQ:FOXA) Best of the Bunch | Sone Capital Management Adds to MarketAxess Stake, According to Recent SEC Filing | Stronger Q3 Beat And Institutional Support Might Change The Case For Investing In Fox (FOXA)",16.98,11.35,1406499968.0,67.867,15.2,10.56,49.89,IGNORE
ETR,https://www.tradingview.com/chart/?symbol=ETR,Entergy Corporation,Utilities,108.97,49895931904,12.0,1.2,2.75,-4.45,40.09,111.57,98.42,False,True,True,NO CLEAR ENTRY,False,60.82,POSITIVE,5,Why Is Entergy (ETR) Down 7% Since Last Earnings Report? | Entergy’s gas projects are one-third of MISO’s fast-track interconnection process | Good News Is Good News. The Market Has Passed the Earnings Test.,27.8,21.65,-3913097728.0,192.883,10.75,13.41,49.77,IGNORE
LYV,https://www.tradingview.com/chart/?symbol=LYV,"Live Nation Entertainment, Inc.",Communication Services,170.2036,39608557568,12.2,,5.19,11.15,65.52,159.56,153.39,True,True,True,BULLISH TREND,False,61.64,POSITIVE,5,States Flex Muscle on Antitrust Enforcement as Trump Administration Pulls Back | Could Mark Cuban’s Backing Amid Monopoly Ruling Reshape Live Nation’s Regulatory Risk Narrative (LYV)? | Live Nation Entertainment Inc. (LYV): One of the Best Stocks to Buy According to Mark Cuban?,,79.21,2120347904.0,738.269,14.93,0.33,49.73,IGNORE
ITW,https://www.tradingview.com/chart/?symbol=ITW,Illinois Tool Works Inc.,Industrials,248.83,71588388864,4.6,11.8,-14.0,-6.34,36.63,259.67,258.34,False,False,True,NO CLEAR ENTRY,False,54.47,NEUTRAL,5,Evercore ISI Trims Outlook for Illinois Tool Works (ITW) with Lower PT | Do Wall Street Analysts Like Illinois Tool Works Stock? | Assessing Illinois Tool Works (ITW) Valuation As Growth Concerns Weigh On Investor Sentiment,23.13,20.44,2215749888.0,283.22,96.85,19.32,49.66,IGNORE
ON,https://www.tradingview.com/chart/?symbol=ON,ON Semiconductor Corporation,Technology,120.27,46761361408,4.7,,80.91,21.66,63.61,88.96,63.58,True,True,True,BULLISH TREND,False,46.18,NEUTRAL,5,"Zacks Investment Ideas feature highlights: Micron Technologies, Sandisk, Vishay Intertechnology, ON Semiconductor, Texas Instruments and Analog Devices | Nvidia's Next AI Wave Sparks Big Calls on Micron, Dell, Arm Stocks | ON's Gross Margin Expands: Is the 50% Target Finally Within Reach?",88.43,28.29,1282174976.0,44.337,7.49,9.46,49.64,IGNORE
CPRT,https://www.tradingview.com/chart/?symbol=CPRT,"Copart, Inc.",Industrials,32.92,31712110592,2.1,2.3,-14.07,-1.23,42.94,33.21,39.6,False,False,False,NO CLEAR ENTRY,False,54.58,NEUTRAL,5,3 Nasdaq 100 Stocks for Long-Term Investors | The 5 Most Interesting Analyst Questions From Copart’s Q1 Earnings Call | Copart (CPRT) Q3 2026 Earnings Transcript,20.7,19.38,999977152.0,1.059,17.61,33.48,49.47,IGNORE
PAYX,https://www.tradingview.com/chart/?symbol=PAYX,"Paychex, Inc.",Technology,97.03,34764963840,19.9,9.1,4.27,4.5,61.54,91.42,107.03,True,False,False,NO CLEAR ENTRY,False,59.72,NEUTRAL,5,"A Look Back at HR Software Stocks’ Q1 Earnings: Paychex (NASDAQ:PAYX) Vs The Rest Of The Pack | Paychex's PEO Revenue Growth Expected to Reaccelerate in 2027, RBC Says | Paychex WISE Launch Puts AI Workflows And Valuation In Focus",21.42,16.45,,124.91,,26.63,49.38,IGNORE
DLTR,https://www.tradingview.com/chart/?symbol=DLTR,"Dollar Tree, Inc.",Consumer Defensive,115.13,22125060096,7.2,9.5,-3.96,20.3,74.98,100.41,109.44,True,True,False,WATCH - OVERBOUGHT,False,71.0,POSITIVE,5,"Dollar Tree's Strong Q1 Supports Achievability of 2026 Guidance, Morgan Stanley Says | Retail Rally Sends Kohl's, Best Buy, Dollar Tree Up As Much As 18% | Dollar Tree Surges 17% As Bigger Baskets Boost Sales",18.48,15.6,1439425024.0,216.518,33.98,6.51,49.38,IGNORE
TRGP,https://www.tradingview.com/chart/?symbol=TRGP,Targa Resources Corp.,Energy,255.665,54876934144,-10.2,142.9,7.24,2.72,56.12,250.39,198.24,True,True,True,BULLISH TREND,False,57.91,NEUTRAL,5,Bill Nygren's Strategic Moves: A Closer Look at Netflix Inc's 1.51% Portfolio Impact | AI Energy Infrastructure Stocks Near Buy Points: 'Pep In The Step' | Here's Why Targa Resources (NYSE:TRGP) Has Caught The Eye Of Investors,26.14,20.78,-318550016.0,585.249,74.1,12.87,49.33,IGNORE
OXY,https://www.tradingview.com/chart/?symbol=OXY,Occidental Petroleum Corporation,Energy,56.385,56082477056,-8.3,315.6,4.51,-7.2,62.88,58.83,48.15,False,True,True,NO CLEAR ENTRY,False,64.57,POSITIVE,5,Occidental Petroleum is Making a High Upside Bet With ExxonMobil. Here's What it Could Mean for Investors. | Analysts Swear 9 S&P 500 Stocks Will Double Profit Estimates | Occidental Petroleum vs Exxon Mobil: The Better Oil Titan For 2026,76.2,14.49,3033374976.0,41.989,4.05,22.42,49.32,IGNORE
ZTS,https://www.tradingview.com/chart/?symbol=ZTS,Zoetis Inc.,Healthcare,77.735,32588699648,2.9,6.0,-39.46,-31.71,38.48,104.62,125.06,False,False,False,NO CLEAR ENTRY,False,61.48,POSITIVE,5,"FedEx upgraded, Dollar General downgraded: Wall Street's top analyst calls | Here Are Wednesday’s Top Wall Street Analyst Research Calls: Agilent, Dollar General, FedEx, GE Aerospace, Hershey, Intuit, SanDisk, Workday, Zscaler, and More | 2 Profitable Stocks Worth Your Attention and 1 We Find Risky",12.74,10.47,1780875008.0,286.236,67.75,28.04,49.22,IGNORE
BX,https://www.tradingview.com/chart/?symbol=BX,Blackstone Inc.,Financial Services,116.81,142772420608,5.7,3.9,2.22,-1.62,36.26,118.35,140.14,False,False,False,NO CLEAR ENTRY,False,58.43,NEUTRAL,5,Blue Owl and Digital Infrastructure: A New Fee Opportunity? | OWL Stock: What the Neutral Stance Means at Today's Valuation | Blue Owl: How Its Fee Model Works and What Drives the Stock,29.95,15.5,,72.022,29.53,21.21,49.07,IGNORE
HCA,https://www.tradingview.com/chart/?symbol=HCA,"HCA Healthcare, Inc.",Healthcare,381.04,84529840128,4.3,10.9,-28.39,-12.36,13.48,451.83,461.52,False,False,False,NO CLEAR ENTRY,False,54.3,NEUTRAL,5,HCA Healthcare to Acquire CHCP to Strengthen Workforce Development | HCA Healthcare (HCA) Is Down 6.8% After Q1 EBITDA Miss And Workforce Cuts Are Announced | 2 Healthcare Stocks to Research Further and 1 We Find Risky,13.13,11.5,5726000128.0,,,8.89,48.84,IGNORE
BF-B,https://www.tradingview.com/chart/?symbol=BF-B,Brown-Forman Corporation,Consumer Defensive,25.96,11907945472,2.0,1.3,-9.19,4.38,31.22,26.69,27.34,False,False,False,NO CLEAR ENTRY,False,52.25,NEUTRAL,5,"Universal Corp. (UVV) Reports Q4 Loss, Lags Revenue Estimates | Analyst Lowers Brown‑Forman (BF-B) Price Target Ahead of Q4 Report | Brown-Forman B (BF.B) Reports Next Week: Wall Street Expects Earnings Growth",15.09,15.3,598750016.0,67.246,20.42,20.64,48.78,IGNORE
REGN,https://www.tradingview.com/chart/?symbol=REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,618.35,64827211776,19.0,-7.2,-21.69,-9.77,19.93,718.47,692.93,False,False,True,NO CLEAR ENTRY,False,58.41,NEUTRAL,5,Regeneron (REGN) Down 12.1% Since Last Earnings Report: Can It Rebound? | Regeneron And Parabilis Target Undruggable Proteins As Valuation Draws Interest | These 2 Cheap Biotech Stocks Offer Potential for Low-Beta Growth,15.1,11.5,3273349888.0,8.612,14.55,29.65,48.77,IGNORE
L,https://www.tradingview.com/chart/?symbol=L,Loews Corporation,Financial Services,104.5,21502846976,1.4,-6.3,-6.8,-5.98,50.25,107.92,104.27,False,True,True,BUY THE DIP,False,55.44,NEUTRAL,5,1 Unpopular Stock That Deserves a Second Chance and 2 We Question | A Look At Loews (L) Valuation As Recent Price Swings Cool Longer Term Momentum | Loews reports year-over-year drop in profit,13.3,36.03,2084000000.0,45.603,9.22,8.82,48.69,IGNORE
EQR,https://www.tradingview.com/chart/?symbol=EQR,Equity Residential,Real Estate,65.28,25222625280,2.5,-64.6,4.66,-0.23,48.42,62.76,61.55,True,True,True,BULLISH TREND,False,68.19,POSITIVE,5,"Invitation Home (INVH) Up 2.1% Since Last Earnings Report: Can It Continue? | Jim Cramer Can’t Believe Goldman Sachs’ (GS) Current Valuation | Equity Residential-AvalonBay Communities Merger Set to Boost Cost Savings, Tech Gains, BofA Says",26.11,40.77,1416540928.0,78.42,8.67,30.63,48.66,IGNORE
SHW,https://www.tradingview.com/chart/?symbol=SHW,The Sherwin-Williams Company,Basic Materials,304.92,75204132864,6.8,7.5,-14.15,-3.82,38.47,318.89,337.16,False,False,False,NO CLEAR ENTRY,False,56.98,NEUTRAL,5,"Sherwin-Williams (SHW) Down 2.5% Since Last Earnings Report: Can It Rebound? | AkzoNobel Shares Jump After $14.5 Billion Nippon Paint, Sherwin-Williams Bid | Sherwin-Williams Stock Rises as Investors Brush Off Bid for Rival Paint Maker",29.29,22.96,2140024960.0,329.521,60.72,10.86,48.46,IGNORE
XYL,https://www.tradingview.com/chart/?symbol=XYL,Xylem Inc.,Industrials,110.24,26203330560,2.7,14.5,-14.19,-4.1,40.35,117.38,133.22,False,False,False,NO CLEAR ENTRY,False,57.0,NEUTRAL,5,Why Is Xylem (XYL) Down 4.6% Since Last Earnings Report? | 2 Oversold Stocks Primed to Rebound and 1 We Avoid | Here's What We Like About Xylem's (NYSE:XYL) Upcoming Dividend,27.42,18.09,959124992.0,18.354,8.72,10.79,48.41,IGNORE
PYPL,https://www.tradingview.com/chart/?symbol=PYPL,"PayPal Holdings, Inc.",Financial Services,44.7501,39474307072,7.2,-6.2,-1.63,-12.15,43.0,46.55,56.58,False,False,False,NO CLEAR ENTRY,False,69.94,POSITIVE,5,"Tencent rolls out inbound payments upgrades, adds PayPal QR support | Paxos Wins SEC Clearing Agency Approval for Blockchain Settlement Business | In a tourist-friendly move, China's Tencent to allow PayPal payments through its WeChat networks",8.4,7.75,4083500032.0,58.28,25.12,15.0,48.4,IGNORE
TFC,https://www.tradingview.com/chart/?symbol=TFC,Truist Financial Corporation,Financial Services,47.825,59584167936,5.2,25.3,-2.46,-4.58,40.46,48.01,46.71,False,True,True,NO CLEAR ENTRY,False,65.48,POSITIVE,5,Essex Property (ESS) Trust Gets Higher Price Target from Truist | NVIDIA Corporation (NVDA) Stock Update: Truist Raises Target to $307 Following Strong Quarter | JPMorgan Upgrades Flywire Corporation (FLYW) to Neutral,11.84,9.33,,,8.58,29.62,48.39,IGNORE
SOLV,https://www.tradingview.com/chart/?symbol=SOLV,Solventum Corporation,Healthcare,75.88,13140497408,-3.0,-91.0,3.95,14.12,63.89,69.44,73.98,True,True,False,BULLISH TREND,False,59.67,NEUTRAL,5,1 Unpopular Stock That Should Get More Attention and 2 We Turn Down | What Are Wall Street Analysts' Target Price for Solventum Stock? | Target the Red-Hot Spin-Off and Merger Space With These ETFs,9.29,10.78,378500000.0,106.46,34.79,17.33,48.37,IGNORE
MCD,https://www.tradingview.com/chart/?symbol=MCD,McDonald's Corporation,Consumer Cyclical,279.935,198895452160,9.4,6.9,-15.93,-3.5,57.45,294.9,305.48,False,False,False,NO CLEAR ENTRY,False,65.39,POSITIVE,5,Nuclear Stock Face-Off: Is Oklo or NuScale Power the Better Buy Right Now? | Will Accelerating Store Openings Strengthen Dutch Bros' Growth Path? | Emerging Markets Are No Route to Portfolio Diversity,23.1,19.68,5952249856.0,,,31.62,48.33,IGNORE
DUK,https://www.tradingview.com/chart/?symbol=DUK,Duke Energy Corporation,Utilities,123.37,96178790400,11.3,12.0,-5.47,-1.64,50.94,126.53,122.05,False,True,True,NO CLEAR ENTRY,False,77.54,POSITIVE,5,DTE Energy Advances Growth Through Renewables and Data Centers | Top Wind Energy Stocks to Watch Amid Increased Adoption of Clean Energy | Duke Energy Corporation (DUK) is Attracting Investor Attention: Here is What You Should Know,18.98,17.21,-2246500096.0,161.495,9.66,15.71,48.25,IGNORE
WFC,https://www.tradingview.com/chart/?symbol=WFC,Wells Fargo & Company,Financial Services,77.285,236506759168,5.7,15.1,-5.88,-4.64,56.51,78.8,83.22,False,False,False,NO CLEAR ENTRY,False,76.13,POSITIVE,5,Wells Fargo Signals Strong Q2 Fee Income Growth at Bernstein Conference | GS Expects Record Global M&A in 2026: Will This Boost Its IB Business? | How The Varonis Systems (VRNS) Story Is Shifting With AI Security And SaaS Execution Questions,11.95,9.78,,,12.03,26.74,48.09,IGNORE
AMCR,https://www.tradingview.com/chart/?symbol=AMCR,Amcor plc,Consumer Cyclical,39.07,18063845376,77.4,-11.7,-17.51,6.35,48.84,38.75,40.88,True,False,False,NO CLEAR ENTRY,False,54.18,NEUTRAL,5,"Wells Fargo Maintains Equal Weight Rating on Amcor (AMCR) | Seven Six Bets on Dauch Corp. (DCH) by Purchasing 565,000 Shares | Amcor seeks startups for rigid packaging drive",31.51,9.11,149500000.0,143.74,8.74,3.06,47.98,IGNORE
SHOP,https://www.tradingview.com/chart/?symbol=SHOP,Shopify Inc.,Technology,118.17,153343852544,34.3,,-1.01,-2.55,58.71,115.41,139.62,True,False,False,NO CLEAR ENTRY,False,65.0,POSITIVE,5,Exploring 3 High Growth Tech Stocks In The US Market | Ankur Jain says Bilt is building the ‘Shopify for housing’—and the company’s card is only the beginning | Why Shopify (SHOP) Stock Is Up Today,115.85,50.68,1256749952.0,1.432,11.31,10.77,47.6,IGNORE
GPN,https://www.tradingview.com/chart/?symbol=GPN,Global Payments Inc.,Industrials,74.8283,20468797440,63.1,,-3.62,5.44,74.6,69.28,76.87,True,False,False,WATCH - OVERBOUGHT,False,54.59,NEUTRAL,5,"Global Payments (GPN) Unveils AI-First Genius Handheld for Frontline Operations | FIS, banks mull network uses | Welcome to the future: National Restaurant show features robot baristas and sushi-makers",27.51,4.62,7124387840.0,95.593,2.94,-7.97,47.37,IGNORE
