Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
MU,https://www.tradingview.com/chart/?symbol=MU,"Micron Technology, Inc.",Technology,983.0,1110193471488.0,345.7,1368.5,104.09,-6.52,50.76,952.05,498.2,True,True,True,BUY THE DIP,False,49.56,NEUTRAL,5.0,Why Micron Stock Popped Today | Stock Market Today: Nasdaq Pounded As Oil Surges; Honeywell Crosses Trendline (Live Coverage) | Micron vs. SK Hynix: Which Is the Better Memory Stock to Buy?,22.22,6.39,7639499776.0,6.33,66.64,55.91,93.76,BUY SIGNAL
ORLY,https://www.tradingview.com/chart/?symbol=ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,85.825,71124467712.0,10.2,16.1,-7.95,-1.95,42.04,88.45,93.48,False,False,False,NO CLEAR ENTRY,False,69.67,POSITIVE,5.0,"O'Reilly Automotive Expected to Deliver 'Resilient' Q2, UBS Securities Says | Genuine Parts Delivers In-line Q2 as Focus Returns to Separation Plan, UBS Securities Says | 3 Profitable Stocks with Competitive Advantages",27.96,23.72,1330813184.0,,,14.3,53.67,IGNORE
IRM,https://www.tradingview.com/chart/?symbol=IRM,Iron Mountain Incorporated,Real Estate,125.085,37215875072.0,21.6,860.0,8.46,-5.99,73.11,125.0,105.18,True,True,True,WATCH - OVERBOUGHT,False,60.11,POSITIVE,5.0,Beyond The GPU: What Could Drive NVIDIA Stock Higher From Here? | Iron Mountain's Q2 2026 Earnings: What to Expect | Is IRM Stock Worth Retaining in Your Portfolio for the Long Run?,135.96,46.75,-499464512.0,,,3.76,53.61,IGNORE
WYNN,https://www.tradingview.com/chart/?symbol=WYNN,"Wynn Resorts, Limited",Consumer Cyclical,96.77,10043441152.0,9.2,50.9,-8.18,-7.09,52.67,99.97,110.33,False,False,False,NO CLEAR ENTRY,False,58.59,NEUTRAL,5.0,What to Expect From Wynn Resorts' Next Quarterly Earnings Report | 1 Oversold Stock Set for a Comeback and 2 We Brush Off | 1 S&P 500 Stock with Promising Prospects and 2 We Find Risky,27.73,18.39,356894624.0,,,5.14,53.59,IGNORE
PH,https://www.tradingview.com/chart/?symbol=PH,Parker-Hannifin Corporation,Industrials,978.78,123410841600.0,10.6,-4.2,0.73,,,,,False,False,False,ERROR,False,52.03,NEUTRAL,5.0,The One Big Bet That Could Reignite Adobe Stock | Eli Lilly Stock And The Price Of Confidence | What You Need to Know Ahead of Parker-Hannifin's Earnings Release,36.14,28.69,2774481920.0,65.554,24.84,16.58,53.56,IGNORE
L,https://www.tradingview.com/chart/?symbol=L,Loews Corporation,Financial Services,115.32,23729266688.0,1.4,-6.3,2.64,4.29,44.6,110.04,106.88,True,True,True,BULLISH TREND,False,57.71,NEUTRAL,5.0,Is Loews Stock Underperforming the S&P 500? | 1 Unpopular Stock That Deserves a Second Chance and 2 We Question | A Look At Loews (L) Valuation As Recent Price Swings Cool Longer Term Momentum,14.67,39.77,2084000000.0,45.603,9.22,8.82,53.47,IGNORE
MDT,https://www.tradingview.com/chart/?symbol=MDT,Medtronic plc,Healthcare,82.14,105142910976.0,9.9,18.3,-1.08,2.79,46.62,79.36,89.06,True,False,False,NO CLEAR ENTRY,False,56.75,NEUTRAL,5.0,"Medtronic Earnings Preview: What to Expect | ISRG Growth Story Hinges on Da Vinci 5, Ion and Recurring Revenue | ISRG Trends Point to AI, Lung Biopsy Growth and Margin Pressure",22.02,12.82,4625375232.0,58.214,9.84,13.2,53.34,IGNORE
UNP,https://www.tradingview.com/chart/?symbol=UNP,Union Pacific Corporation,Industrials,304.33,180684734464.0,3.2,6.2,13.85,17.68,73.75,273.85,246.86,True,True,True,WATCH - OVERBOUGHT,False,56.58,NEUTRAL,5.0,"These Industrial Stock Moves Send A Bullish Signal About The Economy | Union Pacific posts record financial results, raises outlook | Norfolk Southern’s earnings rise with volume gains",25.07,21.9,4034374912.0,162.246,40.69,29.2,53.33,IGNORE
AES,https://www.tradingview.com/chart/?symbol=AES,The AES Corporation,Utilities,14.85,10590392320.0,8.7,951.1,3.68,1.02,81.4,14.67,14.31,True,True,True,WATCH - OVERBOUGHT,False,64.13,POSITIVE,5.0,"Can NextEra's Battery Storage Boost the Clean Energy Transition? | What to Expect From The AES Corporation's Q2 2026 Earnings Report | AES (AES) Rebounds Into Focus, Is The Stock Still Slightly Undervalued?",7.73,6.24,-2964999936.0,259.603,5.26,10.82,53.28,IGNORE
BRO,https://www.tradingview.com/chart/?symbol=BRO,"Brown & Brown, Inc.",Financial Services,65.45,22184134656.0,35.7,-7.9,-2.82,8.36,34.43,61.63,71.37,True,False,False,NO CLEAR ENTRY,False,54.76,NEUTRAL,5.0,Will Brown & Brown's Beat Streak Continue This Earnings Season? | 2 S&P 500 Stocks Worth Your Attention and 1 We Brush Off | Aon (AON) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,21.32,13.53,1522499968.0,64.37,11.93,18.36,53.23,IGNORE
CMI,https://www.tradingview.com/chart/?symbol=CMI,Cummins Inc.,Industrials,663.68,91580588032.0,2.7,-21.0,1.34,-5.06,50.73,674.83,570.65,False,True,True,BUY THE DIP,False,56.75,NEUTRAL,5.0,The Two Divergent Futures Priced Into Caterpillar Stock | Modine Gears Up to Report Q1 Earnings: What's in the Cards? | CAT Earns Its Premium Over Peers. Now What?,34.51,19.48,1688625024.0,61.621,21.99,7.89,53.14,IGNORE
LIN,https://www.tradingview.com/chart/?symbol=LIN,Linde plc,Basic Materials,505.33,233637953536.0,8.2,13.4,-0.22,-1.35,20.59,514.43,470.49,False,True,True,NO CLEAR ENTRY,False,50.0,NEUTRAL,5.0,"Chemicals Companies Likely to Report In-Line Quarterly Results, Deutsche Bank Says | Linde's Q2 2026 Earnings: What to Expect | How Long Bloom Energy Stock Sits Underwater",33.55,25.75,4694499840.0,65.642,18.23,20.44,52.85,IGNORE
WEC,https://www.tradingview.com/chart/?symbol=WEC,"WEC Energy Group, Inc.",Utilities,114.72,37367246848.0,9.0,7.9,0.96,0.51,37.92,113.49,111.31,True,True,True,BULLISH TREND,False,60.93,POSITIVE,5.0,Earnings Preview: Eversource Energy (ES) Q2 Earnings Expected to Decline | PG&E (PCG) Beats Q2 Earnings Estimates | WEC Energy Group (WEC) Earnings Expected to Grow: Should You Buy?,22.99,19.12,-2067012480.0,153.184,11.68,16.24,52.77,IGNORE
CHD,https://www.tradingview.com/chart/?symbol=CHD,"Church & Dwight Co., Inc.",Consumer Defensive,95.315,22584279040.0,0.2,2.2,1.11,-1.21,41.55,96.59,92.33,False,True,True,NO CLEAR ENTRY,False,50.24,NEUTRAL,5.0,3 Consumer Staples Stocks Positioned for Earnings Surprises | What to Expect From Church & Dwight's Q2 2026 Earnings Report | 1 S&P 500 Stock for Long-Term Investors and 2 We Find Risky,31.35,23.56,1128824960.0,56.794,16.78,11.81,52.67,IGNORE
NWSA,https://www.tradingview.com/chart/?symbol=NWSA,News Corporation,Communication Services,26.54,14382221312.0,8.8,-10.4,0.87,6.25,49.02,26.47,25.69,True,True,True,BULLISH TREND,False,51.77,NEUTRAL,5.0,Update: Market Chatter: News Corp Accuses Brave of Copyright Infringement in Countersuit | News (NWSA) Stock May Sit Below Fair Value Despite Rich Earnings | What You Need To Know Ahead of News Corporation’s Earnings Release,33.59,20.55,1744000000.0,31.559,6.52,12.92,52.59,IGNORE
LYV,https://www.tradingview.com/chart/?symbol=LYV,"Live Nation Entertainment, Inc.",Communication Services,176.1399,40990007296.0,12.2,,14.97,4.47,28.7,172.96,155.3,True,True,True,BULLISH TREND,False,61.85,POSITIVE,5.0,"Live Nation (LYV) Earnings Expected to Grow: What to Know Ahead of Next Week's Release | Autodesk initiated, Norwegian Cruise downgrade: Wall Street's top analyst calls | Here Are Thursday’s Top Wall Street Analyst Research Calls: AT&T, Applied Digital, Autodesk, Duke Energy, Exxon Mobil, JPMorgan Chase & Company, Live Nation Entertainment, and More",,81.7,2120347904.0,738.269,14.93,0.33,52.55,IGNORE
J,https://www.tradingview.com/chart/?symbol=J,Jacobs Solutions Inc.,Industrials,131.545,15532949504.0,27.0,,3.43,8.8,60.03,122.66,133.95,True,False,False,NO CLEAR ENTRY,False,60.17,POSITIVE,5.0,This Boom Is for the AI-Anxious. 10 Ways to Cash In. | J vs. WMS: Which Stock Is the Better Value Option? | Jacobs Solutions (J) Contract Momentum Puts Its Valuation Back In Focus,38.8,15.98,512446368.0,138.776,9.38,2.9,52.46,IGNORE
SWK,https://www.tradingview.com/chart/?symbol=SWK,"Stanley Black & Decker, Inc.",Industrials,87.41,13588371456.0,2.7,-34.8,15.27,4.3,40.24,83.54,76.06,True,True,True,BULLISH TREND,False,53.11,NEUTRAL,5.0,Lincoln Electric Holdings (LECO) Reports Next Week: Wall Street Expects Earnings Growth | Stanley Black & Decker (SWK) Earnings Expected to Grow: What to Know Ahead of Next Week's Release | Are Industrial Products Stocks Lagging  RBC Bearings (RBC) This Year?,35.82,14.04,842187520.0,77.606,4.17,2.44,52.35,IGNORE
EW,https://www.tradingview.com/chart/?symbol=EW,Edwards Lifesciences Corporation,Healthcare,83.07,47831707648.0,16.7,8.2,4.2,-4.46,14.29,87.18,83.39,False,False,True,NO CLEAR ENTRY,False,39.65,NEGATIVE,5.0,Edwards' Q2 Earnings on the Horizon: What's in the Cards? | Edwards Lifesciences served $10m penalty over JC Medical acquisition violations | FTC Says Henkel Deal Would Merge ‘Coke and Pepsi’ of Adhesives,44.9,24.71,902137472.0,6.806,10.46,17.39,52.32,IGNORE
AEE,https://www.tradingview.com/chart/?symbol=AEE,Ameren Corporation,Utilities,112.74,31200976896.0,3.7,19.6,1.33,0.93,43.49,110.28,105.97,True,True,True,BULLISH TREND,False,63.87,POSITIVE,5.0,"Rogers Communications Q2 Earnings Beat Estimates, Revenues Rise Y/Y | Ameren (AEE) Earnings Expected to Grow: Should You Buy? | Autodesk initiated, Norwegian Cruise downgrade: Wall Street's top analyst calls",20.28,19.41,-1869374976.0,155.674,11.75,17.83,52.21,IGNORE
HON,https://www.tradingview.com/chart/?symbol=HON,Honeywell International Inc.,Industrials,243.795,77240729600.0,2.4,-41.9,9.05,4.54,64.97,231.75,224.56,True,True,True,BULLISH TREND,False,52.76,NEUTRAL,5.0,"Update: US Equity Indexes Sink as Houthis Target Saudi Tankers in Red Sea, Mag-7 Stalwarts Disappoint | HON Q2 Earnings Beat on Automation Growth, Outlook Raised | Why Honeywell Tech’s Earnings Beat Is Weighing on Aerospace Shares",19.49,24.94,2936875008.0,257.387,24.26,10.89,52.17,IGNORE
MRK,https://www.tradingview.com/chart/?symbol=MRK,"Merck & Co., Inc.",Healthcare,130.03,321151270912.0,4.9,,14.26,8.72,50.79,120.33,109.0,True,True,True,BULLISH TREND,False,70.01,POSITIVE,5.0,Merck (MRK) Could Be 4% Undervalued As LIPFENDRA Approval Tests Its Premium Valuation | Why Retirees Are Choosing This $100.8 Billion ETF Over Individual Dividend Stocks | Organon & Co. Shareholders Clear Sun Pharma Merger Deal,36.73,13.46,14049250304.0,106.936,18.94,13.59,52.1,IGNORE
STZ,https://www.tradingview.com/chart/?symbol=STZ,"Constellation Brands, Inc.",Consumer Defensive,129.27,22079879168.0,-3.3,30.7,-16.58,-9.84,37.68,139.63,144.49,False,False,False,NO CLEAR ENTRY,False,62.63,POSITIVE,5.0,"Constellation Brands (STZ) On Its Cash Flow Story And Whether The Pullback Is A Buying Chance | Constellation Brands (STZ) Stock Looks Like A Bargain As Earnings Stay Weak | Constellation Brands Shareholders Approve Directors, Pay and Incentive Plan at Annual Meeting",12.31,10.45,2210487552.0,123.205,23.69,20.14,52.06,IGNORE
AVY,https://www.tradingview.com/chart/?symbol=AVY,Avery Dennison Corporation,Consumer Cyclical,156.62,11979923456.0,7.0,4.3,-5.86,-0.79,33.96,158.97,170.64,False,False,False,NO CLEAR ENTRY,False,55.33,NEUTRAL,5.0,"Avery Dennison (AVY) Reports Next Week: Wall Street Expects Earnings Growth | 3 of Wall Street’s Favorite Stocks We Find Risky | Avery Dennison (AVY): Buy, Sell, or Hold Post Q1 Earnings?",17.64,14.04,809049984.0,164.751,30.86,7.66,52.03,IGNORE
EQIX,https://www.tradingview.com/chart/?symbol=EQIX,"Equinix, Inc.",Real Estate,1035.155,102091382784.0,12.1,20.0,-6.73,-7.24,61.59,1057.02,917.74,False,True,True,NO CLEAR ENTRY,False,60.74,POSITIVE,5.0,Is Cipher Digital Stock A Smart Buy As It Builds Its Hyperscale Future? | Everyday Investors Are Over the Mag Seven and Into New AI Darlings | Equinix (EQIX) Advances While Market Declines: Some Information for Investors,71.34,53.6,2725125120.0,162.961,10.06,14.93,51.86,IGNORE
HAL,https://www.tradingview.com/chart/?symbol=HAL,Halliburton Company,Energy,32.81,27409401856.0,3.7,16.1,-16.9,-6.55,48.95,37.36,33.26,False,False,True,NO CLEAR ENTRY,False,72.45,POSITIVE,5.0,"Halliburton's Outlook Improves as Contract Wins Fuel Global Growth Ahead | Are Halliburton’s (HAL) New Aramco Deals Quietly Redefining Its Long-Term Business Mix? | Halliburton's Outlook Improves as New Awards Build Momentum After Flat Q2, RBC Says",17.18,11.19,2052249984.0,74.186,14.92,7.16,51.85,IGNORE
HAS,https://www.tradingview.com/chart/?symbol=HAS,"Hasbro, Inc.",Consumer Cyclical,87.27,12347891712.0,16.2,,-8.9,5.31,65.79,84.77,85.88,True,True,False,BULLISH TREND,False,61.85,POSITIVE,5.0,"Hasbro’s growth strategy isn’t just about kids anymore—it’s about ‘kidults’ | Hasbro Well Positioned to Beat, Raise in H2, UBS Says | Is HAS Stock a Buy Now as Growth Improves but Valuation Stays Mixed?",15.53,13.45,721862528.0,484.486,159.56,15.97,51.85,IGNORE
MCHP,https://www.tradingview.com/chart/?symbol=MCHP,Microchip Technology Incorporated,Technology,80.81,43880505344.0,35.1,,-10.4,-13.35,44.26,91.14,74.56,False,True,True,BUY THE DIP,False,58.22,NEUTRAL,5.0,Is SITM Stock a Buy Now or Too Expensive After Its Big Run? | SiTime Stock Outlook Hinges on AI Timing Growth and Execution | Vishay vs. Microchip: Which Semiconductor Stock Is the Better Buy?,367.32,19.23,1139912448.0,87.715,3.4,4.88,51.76,IGNORE
MKC,https://www.tradingview.com/chart/?symbol=MKC,"McCormick & Company, Incorporated",Consumer Defensive,50.11,13472151552.0,16.7,-14.2,-2.56,6.72,39.34,48.73,58.02,True,False,False,NO CLEAR ENTRY,False,61.15,POSITIVE,5.0,McCormick to Seek London Listing Following Tie-Up with Unilever Foods | 3 Beaten-Down Stocks Built for Long-Term Passive Income | This Looks Like the Perfect Stock for Warren Buffett and Greg Abel to Buy Right Now,8.34,15.19,714025024.0,65.143,24.73,21.91,51.69,IGNORE
OTIS,https://www.tradingview.com/chart/?symbol=OTIS,Otis Worldwide Corporation,Industrials,69.65,26725824512.0,7.3,13.0,-11.85,-2.93,36.25,71.9,82.25,False,False,False,NO CLEAR ENTRY,False,66.45,POSITIVE,5.0,"Otis Worldwide (OTIS) Beat In Q2, Is The 25% Undervaluation Case Still Compelling? | Otis (OTIS) Q2 2026 Earnings Call Transcript | Otis Worldwide Corp (OTIS) Q2 2026 Earnings Call Highlights: Strong Service Growth Amidst ...",18.52,14.9,1475000064.0,,,10.17,51.62,IGNORE
FDS,https://www.tradingview.com/chart/?symbol=FDS,FactSet Research Systems Inc.,Financial Services,243.3,8653096960.0,6.4,-9.6,7.19,11.53,46.15,238.15,246.2,True,False,False,NO CLEAR ENTRY,False,50.28,NEUTRAL,5.0,"Norfolk, Union Pacific Top Second-Quarter Views on Strong Freight Demand, Higher Fuel Surcharges | New York City Office Demand Is Back—and Driving This Landlord’s Stock Higher | Update: Tesla Shares Fall After Q2 Adjusted Earnings Decline, Truist Cuts Price Target",16.03,12.35,621161344.0,77.284,27.03,23.21,51.62,IGNORE
EFX,https://www.tradingview.com/chart/?symbol=EFX,Equifax Inc.,Industrials,164.89,19372085248.0,10.6,0.7,-5.41,8.1,43.61,165.39,192.62,False,False,False,NO CLEAR ENTRY,False,58.96,NEUTRAL,5.0,1 Mid-Cap Stock for Long-Term Investors and 2 That Underwhelm | Is Equifax (EFX) A Bargain As New Debt Clouds Its Valuation? | Equifax (EFX) Stock May Be Above Fair Value Despite The $750M Credit Bureau Deal,28.98,16.24,947537472.0,120.956,14.27,10.73,51.62,IGNORE
MRNA,https://www.tradingview.com/chart/?symbol=MRNA,"Moderna, Inc.",Healthcare,56.87,22565234688.0,260.2,,7.61,-6.77,17.64,57.68,44.01,False,True,True,BUY THE DIP,False,66.04,POSITIVE,5.0,Dassault Systemes SE (DASTF) (H1 2026) Earnings Call Highlights: Strong Subscription Growth and ... | Is Arrowhead Pharmaceuticals Stock A Smart Buy After Its Transition To A Commercial Company? | Earnings Preview: What To Expect From Moderna’s Report,,-13.57,-20000000.0,17.522,-36.56,-143.55,51.48,IGNORE
ROL,https://www.tradingview.com/chart/?symbol=ROL,"Rollins, Inc.",Consumer Cyclical,39.44,18988924928.0,7.9,3.1,-30.08,-11.65,34.46,46.73,55.16,False,False,False,NO CLEAR ENTRY,False,52.03,NEUTRAL,5.0,"Why Rollins (ROL) Shares Are Sliding Today | Why Rollins Stock Is Plummeting Lower Today | Rollins Facing Decreased Demand Visibility After Weaker-Than-Expected Q2 Results, BofA Says",36.18,28.76,500051488.0,78.015,37.01,13.55,51.31,IGNORE
VRSK,https://www.tradingview.com/chart/?symbol=VRSK,"Verisk Analytics, Inc.",Industrials,193.17,25309489152.0,3.9,4.8,9.07,10.53,55.16,180.45,199.47,True,False,False,NO CLEAR ENTRY,False,55.97,NEUTRAL,5.0,"VRSK is Set to Report Q2 Earnings: Here's What Investors Should Know | Autodesk initiated, Norwegian Cruise downgrade: Wall Street's top analyst calls | Here Are Thursday’s Top Wall Street Analyst Research Calls: AT&T, Applied Digital, Autodesk, Duke Energy, Exxon Mobil, JPMorgan Chase & Company, Live Nation Entertainment, and More",29.45,22.28,944362496.0,,,29.34,51.18,IGNORE
TTWO,https://www.tradingview.com/chart/?symbol=TTWO,"Take-Two Interactive Software, Inc.",Communication Services,230.25,42749747200.0,6.1,,9.25,-5.11,25.98,233.29,230.18,False,True,True,BUY THE DIP,False,54.22,NEUTRAL,5.0,What to Expect From Take-Two Interactive’s Q1 2027 Earnings Report | Take-Two Interactive (TTWO) Stock Declines While Market Improves: Some Information for Investors | I Built a $12 Billion Company By Figuring Out How to Come Up With Hit Products. Here’s My Simple Formula.,,23.02,1447787520.0,84.26,-10.56,-4.48,51.09,IGNORE
APA,https://www.tradingview.com/chart/?symbol=APA,APA Corporation,Energy,36.82,13014773760.0,-11.9,32.2,-4.09,8.36,74.03,35.53,30.54,True,True,True,WATCH - OVERBOUGHT,False,56.99,NEUTRAL,5.0,APA (APA) Gains As Market Dips: What You Should Know | APA Corporation’s Quarterly Earnings Preview: What You Need to Know | APA (APA) Stock Gets Fair Value Trim As Analysts Weigh Oil Upside And Risks,8.58,8.97,1691250048.0,61.314,26.22,18.31,50.96,IGNORE
IR,https://www.tradingview.com/chart/?symbol=IR,Ingersoll Rand Inc.,Industrials,84.22,32958388224.0,7.6,6.5,-0.83,9.89,58.54,75.98,81.33,True,True,False,BULLISH TREND,False,49.6,NEUTRAL,5.0,Ingersoll Rand (IR) Reports Next Week: Wall Street Expects Earnings Growth | Will Ingersoll (IR) Beat Estimates Again in Its Next Earnings Report? | Allegion Gears Up to Post Q2 Earnings: Is a Beat in the Offing?,56.91,21.87,1035425024.0,48.353,5.72,7.54,50.67,IGNORE
SYY,https://www.tradingview.com/chart/?symbol=SYY,Sysco Corporation,Consumer Defensive,81.73,39081865216.0,4.7,-13.5,7.46,3.77,38.26,78.54,77.4,True,True,True,BULLISH TREND,False,58.67,NEUTRAL,5.0,"Cyclospora Cases Rise to 4,173 as Recalled Lettuce Outbreak Spreads Across 41 States, Even as Robert F. Kennedy Jr. Says Situation 'Under Control' | CAVA Group (CAVA) Is Down 9.0% After Cyclospora Outbreak Hits Traffic - What's Changed | Is Sysco (SYY) Undervalued Or Is Its Quality Already Priced In?",22.7,16.53,1868375040.0,670.44,81.89,2.08,50.59,IGNORE
TSN,https://www.tradingview.com/chart/?symbol=TSN,"Tyson Foods, Inc.",Consumer Defensive,56.75,19983343616.0,4.4,3602.2,-10.62,-1.17,22.56,59.5,59.0,False,False,True,NO CLEAR ENTRY,False,56.25,NEUTRAL,5.0,"Tyson Foods (TSN) Stock Slides as Market Rises: Facts to Know Before You Trade | Netflix upgraded, Microsoft initiated: Wall Street's top analyst calls | Tyson Foods vs. Pilgrim's Pride: Which Protein Stock Is Better?",44.69,12.67,1029000000.0,44.41,2.62,0.81,50.4,IGNORE
VTRS,https://www.tradingview.com/chart/?symbol=VTRS,Viatris Inc.,Healthcare,17.28,20123471872.0,8.1,,19.31,9.71,57.32,16.36,13.57,True,True,True,BULLISH TREND,False,47.08,NEUTRAL,5.0,"Trump Proposes 200% Generic Drug Tariffs, Sandoz Shares Drop 4.2% | Viatris’ Quarterly Earnings Preview: What You Need to Know | 3 Unpopular Stocks We’re Skeptical Of",,6.57,2238337536.0,99.675,-1.96,-2.04,50.22,IGNORE
SBUX,https://www.tradingview.com/chart/?symbol=SBUX,Starbucks Corporation,Consumer Cyclical,103.21,117628436480.0,8.8,32.6,5.21,2.14,47.19,102.58,93.43,True,True,True,BULLISH TREND,False,50.0,ERROR,0.0,,78.79,34.3,-1304087552.0,,,3.89,50.2,IGNORE
NKE,https://www.tradingview.com/chart/?symbol=NKE,"NIKE, Inc.",Consumer Cyclical,40.9301,60719751168.0,-1.1,428.0,-7.78,-3.42,34.1,43.43,54.63,False,False,False,NO CLEAR ENTRY,False,44.54,NEUTRAL,5.0,"Nike Stock for the Next 10 Years: Buy, Hold, or Avoid? | Nike CEO outlines transformation strategy after operational reset in fiscal 2026 (NYSE:NKE) | Is Nike (NKE) Expensive Following Its China Online Sales Reset?",19.49,17.75,1889250048.0,74.289,22.14,6.7,50.16,IGNORE
TYL,https://www.tradingview.com/chart/?symbol=TYL,"Tyler Technologies, Inc.",Technology,288.16,11855063040.0,8.6,2.2,-15.75,3.23,33.41,304.04,381.2,False,False,False,NO CLEAR ENTRY,False,67.15,POSITIVE,5.0,"Autodesk initiated, Norwegian Cruise downgrade: Wall Street's top analyst calls | Here Are Thursday’s Top Wall Street Analyst Research Calls: AT&T, Applied Digital, Autodesk, Duke Energy, Exxon Mobil, JPMorgan Chase & Company, Live Nation Entertainment, and More | Can Axon Enterprise Improve Margin Performance Amid Rising Costs?",39.75,19.43,544489280.0,1.348,8.93,13.26,50.02,IGNORE
