Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GEV,https://www.tradingview.com/chart/?symbol=GEV,GE Vernova Inc.,Industrials,1048.61,281782484992,16.3,1816.5,20.11,-6.39,39.0,996.07,744.54,True,True,True,HIGH CONVICTION DIP BUY,True,62.03,POSITIVE,5,"GE Vernova Turbine Milestone Raises Questions On Cash Flows And Dividends | Dow Jones Futures Rise After S&P 500, Nasdaq Hit Highs; 5 AI Stocks In Buy Areas | Why GE Vernova Stock Triumphed on Tuesday",30.61,42.78,9315624960.0,24.925,75.71,23.81,90.66,BUY SIGNAL
FOX,https://www.tradingview.com/chart/?symbol=FOX,Fox Corporation,Communication Services,58.77,24694349824,-8.6,-49.3,14.22,2.89,59.68,55.99,56.9,True,True,False,BULLISH TREND,False,73.07,POSITIVE,5,Stronger Q3 Beat And Institutional Support Might Change The Case For Investing In Fox (FOXA) | Fox Corporation (FOXA) Slid in Q1 Following a Strong Performance | What Are Wall Street Analysts' Target Price for Fox Corporation Stock?,15.47,11.14,1406499968.0,67.867,15.2,10.56,50.3,IGNORE
PEG,https://www.tradingview.com/chart/?symbol=PEG,Public Service Enterprise Group Incorporated,Utilities,79.83,39780999168,19.4,25.4,-6.5,-0.47,52.22,80.25,80.8,False,False,False,NO CLEAR ENTRY,False,56.37,NEUTRAL,5,"Is It Time To Reassess Public Service Enterprise Group (PEG) After Recent Price Weakness? | Public Service Enterprise Stock Outlook: Is Wall Street Bullish or Bearish? | Public Service Enterprise Group (PEG) Beats Estimates in Q1, Reaffirms 2026 Outlook",17.66,17.0,-171750000.0,141.01,13.44,17.69,50.21,IGNORE
HPE,https://www.tradingview.com/chart/?symbol=HPE,Hewlett Packard Enterprise Company,Technology,37.055,49159946240,18.4,-30.3,73.68,29.45,71.77,27.85,23.98,True,True,True,WATCH - OVERBOUGHT,False,59.53,NEUTRAL,5,1 S&P 500 Stock Worth Investigating and 2 That Underwhelm | HPE Gears Up to Report Q2 Earnings: What's in Store for the Stock? | Countdown to Hewlett Packard Enterprise (HPE) Q2 Earnings: A Look at Estimates Beyond Revenue and EPS,,13.56,2551500032.0,87.223,-0.47,-0.33,50.11,IGNORE
KMB,https://www.tradingview.com/chart/?symbol=KMB,Kimberly-Clark Corporation,Consumer Defensive,100.7201,33433065472,2.7,17.9,-8.5,2.51,55.94,97.69,106.71,True,False,False,NO CLEAR ENTRY,False,59.09,NEUTRAL,5,"AI to turbocharge patent creation at India tech hubs, executives say | Diamond Hill Large Cap Strategy Initiated Kimberly-Clark Corporation (KMB) Post-Acquisition Decline | Is Kimberly-Clark (KMB) One of the Cheap NASDAQ Stocks to Buy Right Now?",19.48,13.29,1054625024.0,371.264,111.73,12.8,50.03,IGNORE
GPN,https://www.tradingview.com/chart/?symbol=GPN,Global Payments Inc.,Industrials,74.53,20387198976,63.1,,-2.2,9.07,69.44,69.17,76.94,True,False,False,NO CLEAR ENTRY,False,54.59,NEUTRAL,5,"FIS, banks mull network uses | Welcome to the future: National Restaurant show features robot baristas and sushi-makers | Global Payments Bets On AI Handhelds And Embedded Deals In Restaurants",27.4,4.6,7124387840.0,95.593,2.94,-7.97,49.77,IGNORE
LYV,https://www.tradingview.com/chart/?symbol=LYV,"Live Nation Entertainment, Inc.",Communication Services,168.21,39144620032,12.2,,3.74,7.49,50.78,159.09,153.28,True,True,True,BULLISH TREND,False,61.64,POSITIVE,5,States Flex Muscle on Antitrust Enforcement as Trump Administration Pulls Back | Could Mark Cuban’s Backing Amid Monopoly Ruling Reshape Live Nation’s Regulatory Risk Narrative (LYV)? | Live Nation Entertainment Inc. (LYV): One of the Best Stocks to Buy According to Mark Cuban?,,78.28,2120347904.0,738.269,14.93,0.33,49.73,IGNORE
SBUX,https://www.tradingview.com/chart/?symbol=SBUX,Starbucks Corporation,Consumer Cyclical,101.89,116124033024,8.8,32.6,4.56,4.7,34.53,98.7,90.12,True,True,True,BULLISH TREND,False,43.87,NEUTRAL,5,Bull of the Day: Starbucks (SBUX) | Starbucks Stumbles With Botched South Korean Promotion | Sector Update: Consumer Stocks Mixed Late Afternoon,77.78,33.64,-1304087552.0,,,3.89,49.71,IGNORE
ITW,https://www.tradingview.com/chart/?symbol=ITW,Illinois Tool Works Inc.,Industrials,251.39,72324898816,4.6,11.8,-12.95,-6.8,33.3,260.22,258.39,False,False,True,NO CLEAR ENTRY,False,54.47,NEUTRAL,5,Evercore ISI Trims Outlook for Illinois Tool Works (ITW) with Lower PT | Do Wall Street Analysts Like Illinois Tool Works Stock? | Assessing Illinois Tool Works (ITW) Valuation As Growth Concerns Weigh On Investor Sentiment,23.34,20.65,2215749888.0,283.22,96.85,19.32,49.66,IGNORE
PSX,https://www.tradingview.com/chart/?symbol=PSX,Phillips 66,Energy,175.905,70526468096,6.9,-56.8,14.81,7.97,56.13,171.2,145.27,True,True,True,BULLISH TREND,False,61.74,POSITIVE,5,"Here Are Wednesday’s Top Wall Street Analyst Research Calls: Agilent, Dollar General, FedEx, GE Aerospace, Hershey, Intuit, SanDisk, Workday, Zscaler, and More | Stocks Finish Mostly Higher on Iran Peace Progress | May-Sept. is Peak Driving Season in the U.S. Can Road Trips Move the Needle for These 3 Energy Stocks?",17.38,10.64,-1134499968.0,91.385,14.55,3.07,49.39,IGNORE
ZTS,https://www.tradingview.com/chart/?symbol=ZTS,Zoetis Inc.,Healthcare,79.71,33416673280,2.9,6.0,-38.93,-32.37,17.54,106.27,125.76,False,False,False,NO CLEAR ENTRY,False,61.48,POSITIVE,5,"FedEx upgraded, Dollar General downgraded: Wall Street's top analyst calls | Here Are Wednesday’s Top Wall Street Analyst Research Calls: Agilent, Dollar General, FedEx, GE Aerospace, Hershey, Intuit, SanDisk, Workday, Zscaler, and More | 2 Profitable Stocks Worth Your Attention and 1 We Find Risky",13.07,10.72,1780875008.0,286.236,67.75,28.04,49.22,IGNORE
XYL,https://www.tradingview.com/chart/?symbol=XYL,Xylem Inc.,Industrials,110.0,26146283520,2.7,14.5,-15.1,-10.94,27.85,118.26,134.05,False,False,False,NO CLEAR ENTRY,False,66.32,POSITIVE,5,Here's What We Like About Xylem's (NYSE:XYL) Upcoming Dividend | Do Wall Street Analysts Like Xylem Stock? | 1 Profitable Stock to Research Further and 2 We Find Risky,27.36,18.05,959124992.0,18.354,8.72,10.79,49.16,IGNORE
BF-B,https://www.tradingview.com/chart/?symbol=BF-B,Brown-Forman Corporation,Consumer Defensive,25.98,11917119488,2.0,1.3,-9.15,-5.84,40.57,26.57,27.38,False,False,False,NO CLEAR ENTRY,False,55.57,NEUTRAL,5,Is Brown-Forman (BF.B) Now A Value Opportunity After Multi Year Share Price Weakness? | Jack Daniel's Maker Brown-Forman Reportedly Turns Down $15 Billion Sazerac Bid Weeks After Pernod Ricard Talks Ended | Brown-Forman ‘rebuffs Sazerac bid’,15.1,15.31,598750016.0,67.246,20.42,20.64,49.05,IGNORE
CPRT,https://www.tradingview.com/chart/?symbol=CPRT,"Copart, Inc.",Industrials,33.25,32020373504,2.1,2.3,-12.71,0.18,48.94,33.24,39.74,True,False,False,NO CLEAR ENTRY,False,46.82,NEUTRAL,5,Copart (CPRT) Q3 2026 Earnings Transcript | Wall Street Analysts Think Copart (CPRT) Could Surge 36.79%: Read This Before Placing a Bet | Is Copart’s Q3 Earnings Beat and International Momentum Altering The Investment Case For Copart (CPRT)?,20.91,19.57,999977152.0,1.059,17.61,33.48,48.85,IGNORE
PAYX,https://www.tradingview.com/chart/?symbol=PAYX,"Paychex, Inc.",Technology,94.545,33879984128,19.9,9.1,2.25,6.48,61.35,91.19,107.39,True,False,False,NO CLEAR ENTRY,False,52.94,NEUTRAL,5,Paychex WISE Launch Puts AI Workflows And Valuation In Focus | Here's Why You Should Retain Paychex Stock in Your Portfolio | What Are Wall Street Analysts' Target Price for Paychex Stock?,20.87,16.05,,124.91,,26.63,48.84,IGNORE
SYK,https://www.tradingview.com/chart/?symbol=SYK,Stryker Corporation,Healthcare,306.74,117592080384,2.6,14.2,-20.62,-6.77,59.85,322.08,355.82,False,False,False,NO CLEAR ENTRY,False,49.78,NEUTRAL,5,"Stryker Launches Pangea Plating System in Europe for Fracture Fixation | Barclays Cuts PT on Stryker Corporation (SYK), Calls Q1 Results Mixed | Stryker Expands Peripheral Vascular Reach With Amplitude Deal And Undervalued Shares",35.5,18.35,4359875072.0,66.295,15.2,13.21,48.83,IGNORE
HCA,https://www.tradingview.com/chart/?symbol=HCA,"HCA Healthcare, Inc.",Healthcare,393.0,87183040512,4.3,10.9,-25.7,-11.84,23.94,456.78,461.54,False,False,False,NO CLEAR ENTRY,False,53.84,NEUTRAL,5,HCA Healthcare (HCA) Is Down 6.8% After Q1 EBITDA Miss And Workforce Cuts Are Announced | 2 Healthcare Stocks to Research Further and 1 We Find Risky | HCA Healthcare Stock Outlook: Is Wall Street Bullish or Bearish?,13.53,11.86,5726000128.0,,,8.89,48.81,IGNORE
EQR,https://www.tradingview.com/chart/?symbol=EQR,Equity Residential,Real Estate,67.06,25910374400,2.5,-64.6,7.38,7.61,55.68,62.52,61.49,True,True,True,BULLISH TREND,False,69.11,POSITIVE,5,"Equity Residential-AvalonBay Communities Merger Set to Boost Cost Savings, Tech Gains, BofA Says | A Look At Equity Residential (EQR) Valuation After Recent Share Price Gains | Equity Residential (EQR): The Best Residential REIT to Buy in 2026",26.82,42.89,1416540928.0,78.42,8.67,30.63,48.73,IGNORE
SHW,https://www.tradingview.com/chart/?symbol=SHW,The Sherwin-Williams Company,Basic Materials,310.56,76595159040,6.8,7.5,-13.94,-7.36,37.57,319.32,337.65,False,False,False,NO CLEAR ENTRY,False,56.98,NEUTRAL,5,"Sherwin-Williams Stock Rises as Investors Brush Off Bid for Rival Paint Maker | Stocks to Watch: Marvell Technology, PDD, Zscaler | AkzoNobel Turns Down Takeover Bid, Stock Surges",29.86,23.41,2140024960.0,329.521,60.72,10.86,48.46,IGNORE
BX,https://www.tradingview.com/chart/?symbol=BX,Blackstone Inc.,Financial Services,118.71,145094721536,5.7,3.9,5.68,-0.47,38.95,118.17,140.65,True,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"2 S&P 500 Stocks to Target This Week and 1 We Brush Off | Apogee Therapeutics, Blackstone Life Sciences Enter Financing Collaboration of Up to $1.3 Billion | SpaceX & Beyond – Public & Private Capital Markets Assessment: 2nd Princeton CorpGov Forum",30.44,15.75,,72.022,29.53,21.21,48.4,IGNORE
VTRS,https://www.tradingview.com/chart/?symbol=VTRS,Viatris Inc.,Healthcare,16.265,18941448192,8.1,,10.68,10.63,54.47,14.72,12.32,True,True,True,BULLISH TREND,False,49.81,NEUTRAL,5,"Opus Genetics Touts Retinal Gene Therapy Pipeline, September BEST1 Data Catalyst | Assessing Viatris (VTRS) Valuation After FDA Review Acceptance For Fast Acting Non Opioid Meloxicam | 1 Unpopular Stock That Should Get More Attention and 2 We Find Risky",,6.08,2238337536.0,99.675,-1.96,-2.04,48.33,IGNORE
AMCR,https://www.tradingview.com/chart/?symbol=AMCR,Amcor plc,Consumer Cyclical,39.75,18378242048,77.4,-11.7,-17.92,1.79,47.44,39.42,41.64,True,False,False,NO CLEAR ENTRY,False,58.38,NEUTRAL,5,"Seven Six Bets on Dauch Corp. (DCH) by Purchasing 565,000 Shares | Amcor seeks startups for rigid packaging drive | We Think You Can Look Beyond Amcor's (NYSE:AMCR) Lackluster Earnings",31.8,9.27,149500000.0,143.74,8.74,3.06,48.32,IGNORE
NSC,https://www.tradingview.com/chart/?symbol=NSC,Norfolk Southern Corporation,Industrials,324.22,72817868800,0.2,-26.6,3.46,2.11,59.9,301.86,291.7,True,True,True,BULLISH TREND,False,55.92,NEUTRAL,5,"UP refutes new AG claims, says it provided all answers in merger paperwork | RXO, Saia, and Werner Stocks Trade Up, What You Need To Know | Why Old Dominion Freight Line (ODFL) Stock Is Trading Up Today",27.29,23.98,1298749952.0,111.586,17.61,21.91,48.17,IGNORE
TTD,https://www.tradingview.com/chart/?symbol=TTD,"The Trade Desk, Inc.",Communication Services,22.465,10560984064,11.8,-20.0,-5.69,-2.92,40.97,22.45,36.37,True,False,False,NO CLEAR ENTRY,False,63.41,POSITIVE,5,The Trade Desk’s Fall From $69 Billion Digital-Ad Darling | Why The Trade Desk (TTD) Stock Is Up Today | TTD vs. MGNI: Which Ad-Tech Stock Is the Smarter Pick Now?,25.53,10.38,569112640.0,17.264,16.74,14.57,47.97,IGNORE
BG,https://www.tradingview.com/chart/?symbol=BG,Bunge Global SA,Consumer Defensive,121.685,23609094144,87.8,-76.4,1.46,-1.31,40.49,123.78,102.78,False,True,True,NO CLEAR ENTRY,False,55.56,NEUTRAL,5,Buy 3 AgriTech & Food Innovation Stocks to Lift Your Portfolio Returns | A Look At Bunge Global (BG) Valuation After Strong Recent Shareholder Returns | 3 Reasons to Avoid BG and 1 Stock to Buy Instead,32.02,11.18,-6827500032.0,93.214,4.93,0.85,47.84,IGNORE
MCD,https://www.tradingview.com/chart/?symbol=MCD,McDonald's Corporation,Consumer Cyclical,281.435,199961214976,9.4,6.9,-17.02,-3.02,45.84,296.6,305.67,False,False,False,NO CLEAR ENTRY,False,58.65,NEUTRAL,5,"American Airlines plans to double India tech hub staff, sources say | 5 Battered Blue-Chip Stocks That Pay Huge Dividends and Won’t Be Down Forever | McDonald’s can’t meet its 2030 emissions targets",23.22,19.79,5952249856.0,,,31.62,47.79,IGNORE
MCO,https://www.tradingview.com/chart/?symbol=MCO,Moody's Corporation,Financial Services,450.14,78628847616,8.1,7.8,-5.32,-2.07,51.54,444.05,475.99,True,False,False,NO CLEAR ENTRY,False,46.91,NEUTRAL,5,Ellison Privately Vows to Limit Enlarged Paramount’s Debt | Are Wall Street Analysts Bullish on Moody’s Corporation Stock? | Assessing Moody’s (MCO) Valuation As Its Two Engine Model Delivers Strong Earnings And Sales Growth,32.29,24.21,2266125056.0,235.539,71.36,31.69,47.65,IGNORE
REGN,https://www.tradingview.com/chart/?symbol=REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,629.63,66009800704,19.0,-7.2,-19.33,-15.3,22.65,723.73,692.23,False,False,True,NO CLEAR ENTRY,False,43.66,NEUTRAL,5,"Investment Firm Closes Out Entire $18.1 Million Position in Biotech Stock, According to Latest SEC Filing | Canaccord Cuts PT on Regeneron Pharmaceuticals (REGN), Cites a Disappointing Event | Are Wall Street Analysts Predicting Regeneron Pharmaceuticals Stock Will Climb or Sink?",15.38,11.71,3273349888.0,8.612,14.55,29.65,47.59,IGNORE
JNJ,https://www.tradingview.com/chart/?symbol=JNJ,Johnson & Johnson,Healthcare,231.99,558450278400,9.9,-52.9,-6.08,3.54,64.26,231.63,208.92,True,True,True,BULLISH TREND,False,53.84,NEUTRAL,5,"BDTX Broadens EGFR Reach into Glioblastoma, Adding a Fresh Catalyst | Black Diamond Stock Outlook After Q1 Beat and Cash Runway | BDTX Silevertinib Data in EGFR NSCLC: What Investors Need to Know",26.88,18.25,12511375360.0,67.73,26.42,21.83,47.51,IGNORE
HII,https://www.tradingview.com/chart/?symbol=HII,"Huntington Ingalls Industries, Inc.",Industrials,316.86,12485559296,13.4,0.0,-28.72,-11.59,47.78,367.98,342.69,False,False,True,NO CLEAR ENTRY,False,58.07,NEUTRAL,5,"What Are Wall Street Analysts' Target Price for Huntington Ingalls Stock? | Huntington Ingalls Industries, Inc. (NYSE:HII) Stock Goes Ex-Dividend In Just Four Days | Assessing Huntington Ingalls Industries (HII) Valuation After A Sharp Short Term Share Price Pullback",20.56,15.56,634124992.0,56.946,12.2,4.71,47.5,IGNORE
PCG,https://www.tradingview.com/chart/?symbol=PCG,PG&E Corporation,Utilities,16.675,36722094080,15.0,39.8,-11.99,1.74,56.95,17.04,16.24,False,True,True,NO CLEAR ENTRY,False,39.73,NEGATIVE,5,Wall Street Analysts Think PG&E (PCG) Could Surge 37.84%: Read This Before Placing a Bet | Why PG&E (PCG) is a Top Value Stock for the Long-Term | California Fire Spread Slows But Dangerous Conditions Linger,12.93,9.25,-5572125184.0,187.872,8.83,11.01,47.23,IGNORE
DRI,https://www.tradingview.com/chart/?symbol=DRI,"Darden Restaurants, Inc.",Consumer Cyclical,207.845,23805528064,5.9,-3.3,-2.06,4.6,69.34,197.06,193.72,True,True,True,BULLISH TREND,False,51.57,NEUTRAL,5,Restaurant Sales Surge Amid High Gasoline Prices: 3 Stocks to Buy | 3 Reasons DRI is Risky and 1 Stock to Buy Instead | Will Darden’s (DRI) Beef‑Driven Cost Pressures and Pricing Power Shift Its Long‑Term Narrative?,21.88,18.28,678150016.0,387.681,51.54,8.66,47.03,IGNORE
TYL,https://www.tradingview.com/chart/?symbol=TYL,"Tyler Technologies, Inc.",Technology,300.9,12379193344,8.6,2.2,-15.17,-10.87,39.92,330.42,428.98,False,False,False,NO CLEAR ENTRY,False,63.75,POSITIVE,5,What Are Wall Street Analysts' Target Price for Tyler Technologies Stock? | Does Tyler Technologies’ (TYL) Anchorage Cloud Payments Win Reveal Deeper Strength in Its Platform Strategy? | Here’s Why TCW Concentrated Large Cap Growth Fund Chose to Exit Tyler Technologies (TYL),41.5,20.95,544489280.0,1.348,8.93,13.26,47.0,IGNORE
PH,https://www.tradingview.com/chart/?symbol=PH,Parker-Hannifin Corporation,Industrials,854.585,107751538688,10.6,-4.2,-15.13,-12.09,25.25,913.1,861.82,False,False,True,NO CLEAR ENTRY,False,56.25,NEUTRAL,5,"5 Strong Buy Passive Income Giants Have Raised Their Dividends by Double Digits for Years | A Look At Parker-Hannifin (PH) Valuation As Long-Term Returns Clash With Mixed Cash Flow Signals | Parker-Hannifin to Acquire Circor Aerospace from KKR, Reuters Says",31.56,25.11,2774481920.0,65.554,24.84,16.58,46.9,IGNORE
PYPL,https://www.tradingview.com/chart/?symbol=PYPL,"PayPal Holdings, Inc.",Financial Services,43.855,38684733440,7.2,-6.2,-4.81,-11.88,21.55,46.58,56.81,False,False,False,NO CLEAR ENTRY,False,49.88,NEUTRAL,5,"Tencent links PayPal to WeChat Pay network, enabling US users to spend across China | Forget SoFi: 3 Fintech Stocks With Less Drama | PayPal’s online checkout empire is under siege as rivals squeeze its core business",8.23,7.59,4083500032.0,58.28,25.12,15.0,46.79,IGNORE
TAP,https://www.tradingview.com/chart/?symbol=TAP,Molson Coors Beverage Company,Consumer Defensive,42.24,7922169856,2.0,35.6,-12.89,-0.82,46.48,42.71,45.84,False,False,False,NO CLEAR ENTRY,False,62.48,POSITIVE,5,A Look At Molson Coors Beverage (TAP) Valuation As Shares Linger Below Narrative Fair Value | How to Invest Now If You Want to Profit from the 2026 World Cup | 3 Unprofitable Stocks with Questionable Fundamentals,,8.42,774062528.0,62.567,-18.08,-18.85,46.75,IGNORE
DUK,https://www.tradingview.com/chart/?symbol=DUK,Duke Energy Corporation,Utilities,125.33,97706795008,11.3,12.0,-3.39,-0.53,53.23,126.81,122.02,False,True,True,NO CLEAR ENTRY,False,58.25,NEUTRAL,5,Morgan Stanley Revises Duke Energy (DUK) Valuation Following Utility Sector Update | Are Utilities Stocks Lagging  Duke Energy (DUK) This Year? | Duke Energy (DUK) Price Target Lowered by $5,19.28,17.48,-2246500096.0,161.495,9.66,15.71,46.71,IGNORE
IR,https://www.tradingview.com/chart/?symbol=IR,Ingersoll Rand Inc.,Industrials,71.32,27910141952,7.6,6.5,-24.2,-15.08,27.4,79.2,81.87,False,False,False,NO CLEAR ENTRY,False,59.36,NEUTRAL,5,1 of Wall Street’s Favorite Stock with Exciting Potential and 2 We Avoid | 3 Reasons to Sell IR and 1 Stock to Buy Instead | Spotting Winners: Ingersoll Rand (NYSE:IR) And Gas and Liquid Handling Stocks In Q1,48.19,18.54,1035425024.0,48.353,5.72,7.54,46.65,IGNORE
SHOP,https://www.tradingview.com/chart/?symbol=SHOP,Shopify Inc.,Technology,108.28,140510052352,34.3,,-10.31,-12.84,53.36,115.81,139.95,False,False,False,NO CLEAR ENTRY,False,52.78,NEUTRAL,5,"SHOP vs. AMZN: Which AI-Driven Commerce Stock Has the Better Edge? | Wayfair and Carvana Shares Are Soaring, What You Need To Know | PayPal’s online checkout empire is under siege as rivals squeeze its core business",106.16,46.44,1256749952.0,1.432,11.31,10.77,46.62,IGNORE
DASH,https://www.tradingview.com/chart/?symbol=DASH,"DoorDash, Inc.",Consumer Cyclical,159.412,69458796544,33.1,-6.1,-9.67,-8.42,43.66,163.25,209.58,False,False,False,NO CLEAR ENTRY,False,68.08,POSITIVE,5,Block's Square Adds Magnolia Soap: Will This Boost Franchise Growth? | Uber’s $11.6 Billion Bid for DoorDash Rival Is About Future Proofing It From Robots | Uber Stock Falls After $11.6 Billion Bid For Delivery Hero. Here's Why Analysts Say Deal Makes Sense.,75.55,20.48,2295624960.0,32.194,9.92,6.29,46.6,IGNORE
KR,https://www.tradingview.com/chart/?symbol=KR,The Kroger Co.,Consumer Defensive,65.003,40078295040,1.2,50.9,-4.24,-0.84,47.96,68.6,66.39,False,False,True,NO CLEAR ENTRY,False,47.12,NEUTRAL,5,Americans Are About to Pay Even More at the Grocery Store | Top Kroger human resources official to retire | Kroger (KR) Stock Drops Despite Market Gains: Important Facts to Note,42.21,11.55,3398874880.0,415.97,14.41,0.69,46.42,IGNORE
CARR,https://www.tradingview.com/chart/?symbol=CARR,Carrier Global Corporation,Industrials,65.5,54403018752,2.4,-40.7,2.07,6.18,42.35,61.37,59.11,True,True,True,BULLISH TREND,False,74.25,POSITIVE,5,Carrier Global Corporation (CARR) is Positioned for Market Share Gain Over Time | 2 Industrials Stocks with Exciting Potential and 1 We Turn Down | Can Comfort Systems' $12.45B Backlog Sustain Its Growth Momentum?,43.67,20.45,849750016.0,91.102,9.91,5.99,46.39,IGNORE
WM,https://www.tradingview.com/chart/?symbol=WM,"Waste Management, Inc.",Industrials,215.135,86392995840,3.5,13.3,-10.32,-4.89,40.1,225.77,221.11,False,False,True,NO CLEAR ENTRY,False,49.68,NEUTRAL,5,VEOEY or WM: Which Is the Better Value Stock Right Now? | 3 Large-Cap Stocks on Our Watchlist | Here's Why Investors Must Hold WM Stock in Their Portfolios Now,31.09,23.27,2136749952.0,228.408,29.94,10.99,46.32,IGNORE
CHRW,https://www.tradingview.com/chart/?symbol=CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,178.64,21056839680,-0.8,9.9,-3.24,-5.19,60.9,172.53,158.15,True,True,True,BULLISH TREND,False,52.48,NEUTRAL,5,ZTO vs. CHRW: Which Stock Should Value Investors Buy Now? | 2 Mid-Cap Stocks Worth Investigating and 1 We Question | Jefferies’ Upgrade on Tech and Consolidation Strategy Might Change The Case For Investing In C.H. Robinson (CHRW),36.09,24.34,642142272.0,96.501,34.84,3.7,46.15,IGNORE
